credit_history,employment_status,collateral,payment_history,type_of_credit_accounts,public_records_and_collections,purpose_of_loan,income,assets_value,debt_to_income_ratio,length_of_credit_history,number_of_credit_inquiries,number_of_credit_accounts,number_of_credit_accounts_opened_last_12_months,current_balance_of_credit_accounts,total_credit_limit,total_credit_utilization,loan_amount,saving_account_balance,approval_status
Good,Self-Employed,Land,Good,Mortgage,Other,Other,15233,34111,31,12,5,3,2,8902,4228,6,4355,8995,Approved
Fair,Unemployed,Car,Good,Auto,Bankruptcy,Home Improvement,40399,14516,86,30,1,1,3,10139,17951,81,3871,9054,Rejected
Excellent,Unemployed,House,Good,Other,Bankruptcy,Business,37590,21074,84,94,1,3,4,5710,3548,100,1711,15530,Rejected
Excellent,Self-Employed,Car,Excellent,Student,Other,Home Improvement,35089,49313,79,0,3,2,2,19021,660,36,2300,1231,Rejected
Poor,Employed,Other,Poor,Auto,None,Debt Consolidation,14993,22724,37,72,5,2,2,9963,14782,67,4511,11685,Rejected
Excellent,Unemployed,House,Excellent,Mortgage,Other,Business,18767,23968,68,85,0,3,0,3189,16584,43,2846,486,Rejected
Excellent,Self-Employed,Other,Poor,Other,Judgement,Car Financing,26837,30829,23,76,0,3,5,13734,8336,37,3975,4542,Rejected
Excellent,Self-Employed,Investment,Fair,Student,Tax Lien,Other,13541,37952,84,18,0,5,5,11332,19948,98,1852,4438,Rejected
Poor,Unemployed,Car,Excellent,Student,None,Debt Consolidation,15874,25379,34,93,2,2,5,16444,3090,87,3130,327,Rejected
Fair,Unemployed,Land,Fair,Mortgage,Collection,Debt Consolidation,16393,38387,19,63,3,5,2,10367,1794,40,4361,15766,Rejected
Poor,Unemployed,Investment,Good,Personal,Judgement,Car Financing,20385,32588,75,89,4,1,5,12400,7066,85,3152,4241,Rejected
Fair,Employed,Land,Good,Mortgage,Collection,Other,14675,44856,62,67,2,5,3,7051,9210,44,1751,8115,Rejected
Excellent,Self-Employed,Other,Good,Student,None,Business,13590,46864,63,79,0,4,1,176,7226,65,3821,4799,Rejected
Excellent,Self-Employed,Investment,Poor,Other,Judgement,Other,10532,37062,48,37,0,1,0,10564,6255,42,4559,19310,Rejected
Poor,Unemployed,Other,Poor,Mortgage,Tax Lien,Car Financing,48040,14321,96,26,5,3,0,10215,81,18,2902,4296,Rejected
Fair,Self-Employed,House,Excellent,Other,Collection,Home Improvement,21815,27588,19,57,4,5,2,1568,17579,77,3135,9348,Rejected
Excellent,Self-Employed,None,Good,Student,Other,Other,47874,43286,45,61,2,2,4,19044,19720,80,2600,13555,Rejected
Poor,Employed,House,Good,Student,Bankruptcy,Debt Consolidation,31079,29239,54,32,0,5,4,7710,5585,23,2066,4418,Rejected
Good,Unemployed,Investment,Good,Student,Other,Home Improvement,19535,43219,13,73,1,0,3,11914,19311,87,3977,14285,Approved
Fair,Unemployed,None,Good,Auto,None,Debt Consolidation,43977,22027,95,74,3,4,0,5555,1271,99,4808,14225,Rejected
Poor,Unemployed,Other,Good,Personal,Judgement,Other,48390,39559,61,98,3,0,0,9437,5065,38,3262,18682,Rejected
Poor,Employed,House,Good,Student,Judgement,Other,30130,45200,59,61,4,4,0,7114,6194,86,3330,19387,Rejected
Excellent,Self-Employed,Land,Good,Other,Tax Lien,Other,23231,45429,87,43,0,4,4,18118,1743,44,1827,3225,Rejected
Excellent,Employed,Car,Good,Student,Tax Lien,Home Improvement,11581,29878,11,56,4,2,1,10959,7214,25,4763,3661,Rejected
Excellent,Self-Employed,House,Poor,Other,Judgement,Car Financing,10511,35091,65,73,3,5,1,10650,2295,93,2843,1717,Rejected
Fair,Self-Employed,Car,Poor,Auto,Judgement,Debt Consolidation,18743,29474,73,92,1,3,1,17178,8360,30,2025,9020,Rejected
Poor,Unemployed,Other,Excellent,Other,Collection,Debt Consolidation,22948,36487,51,51,0,2,4,3521,450,23,2672,14047,Rejected
Fair,Employed,House,Excellent,Personal,Collection,Home Improvement,30108,19880,9,78,4,5,2,5766,2661,81,4117,2496,Rejected
Poor,Employed,Car,Good,Other,Collection,Other,49244,39366,88,73,5,5,0,10509,12093,13,4790,11689,Rejected
Good,Unemployed,Car,Fair,Personal,None,Other,29106,31594,86,7,3,5,2,11508,10577,28,1552,4804,Rejected
Fair,Employed,Investment,Good,Student,Bankruptcy,Business,43990,37791,9,36,0,0,5,14260,1622,91,3347,12557,Rejected
Fair,Unemployed,House,Poor,Personal,Bankruptcy,Business,18022,14481,72,9,1,0,1,5442,14012,85,1752,16757,Rejected
Good,Employed,Car,Poor,Auto,Tax Lien,Debt Consolidation,15767,20913,62,15,4,4,3,3590,18900,64,1746,2626,Approved
Poor,Employed,Other,Excellent,Auto,Judgement,Car Financing,40272,15838,96,54,4,5,0,10914,11054,81,1991,17960,Rejected
Good,Unemployed,Other,Poor,Auto,Bankruptcy,Other,31845,24241,10,52,4,1,1,11286,16959,81,3143,16371,Rejected
Good,Employed,Car,Good,Personal,Collection,Home Improvement,28764,23842,91,34,3,0,0,17906,4413,64,3319,13204,Approved
Excellent,Unemployed,Other,Good,Other,Other,Debt Consolidation,33863,27397,76,73,4,5,5,4952,8005,82,1507,8515,Rejected
Poor,Employed,None,Good,Other,Tax Lien,Business,38973,40521,36,78,3,1,0,17709,6926,97,3514,10638,Rejected
Excellent,Unemployed,None,Fair,Student,Tax Lien,Business,49782,16770,50,63,3,0,0,19064,1570,70,1155,17101,Rejected
Fair,Unemployed,None,Poor,Personal,None,Car Financing,42340,39532,68,82,5,0,2,11521,3183,62,4174,8634,Rejected
Poor,Employed,Investment,Fair,Personal,Tax Lien,Debt Consolidation,26953,31391,93,1,5,3,5,5153,12102,50,2894,12253,Rejected
Excellent,Unemployed,None,Good,Student,Other,Car Financing,22741,47173,87,7,4,5,5,17072,14817,91,2210,644,Rejected
Poor,Self-Employed,House,Excellent,Personal,Other,Home Improvement,20492,49934,35,91,1,1,2,7385,1925,78,3262,17444,Rejected
Fair,Self-Employed,Car,Good,Student,Other,Home Improvement,31831,25433,86,25,3,5,1,5409,9511,35,2155,19438,Rejected
Fair,Employed,Other,Fair,Auto,Judgement,Debt Consolidation,31901,45631,88,87,1,0,3,7066,16125,1,3298,11192,Rejected
Fair,Employed,None,Fair,Personal,Judgement,Home Improvement,25343,38582,37,35,0,4,2,8749,14597,14,2098,10941,Rejected
Excellent,Self-Employed,Investment,Fair,Personal,Collection,Car Financing,49548,45373,81,87,1,0,4,17028,1957,82,2765,14616,Rejected
Poor,Employed,House,Excellent,Auto,Tax Lien,Home Improvement,20986,37778,97,55,4,0,1,6003,12186,2,1582,3424,Rejected
Fair,Unemployed,Investment,Excellent,Auto,None,Other,37224,47937,14,28,5,1,3,1648,14836,1,4803,13599,Rejected
Fair,Self-Employed,None,Poor,Other,Judgement,Debt Consolidation,35893,34000,12,44,1,0,5,15381,446,25,2335,4746,Rejected
Fair,Employed,None,Poor,Auto,None,Car Financing,40190,41256,76,52,1,4,4,12329,16190,73,2694,6976,Rejected
Good,Self-Employed,Car,Poor,Student,Judgement,Business,18205,16730,74,93,5,5,2,5336,682,70,1020,14889,Rejected
Excellent,Unemployed,Car,Excellent,Mortgage,Other,Home Improvement,39021,16061,62,72,0,2,0,2533,1932,78,4557,19381,Rejected
Poor,Unemployed,House,Good,Auto,Bankruptcy,Other,34529,48707,84,68,3,1,2,15010,12670,38,1659,15134,Rejected
Excellent,Self-Employed,House,Fair,Other,Other,Debt Consolidation,13496,49651,84,22,4,0,5,8336,6368,77,1075,11054,Rejected
Good,Unemployed,Car,Good,Personal,None,Home Improvement,16470,46218,42,73,0,4,4,19487,2904,84,2075,13357,Approved
Good,Self-Employed,None,Good,Auto,Judgement,Car Financing,35073,41058,81,66,3,2,0,4070,10101,89,4479,19549,Approved
Good,Self-Employed,Investment,Good,Student,Bankruptcy,Business,28064,15419,60,8,0,2,1,155,15014,56,1306,3373,Rejected
Poor,Unemployed,Investment,Excellent,Mortgage,Bankruptcy,Debt Consolidation,39772,24733,69,74,2,1,5,8724,8061,100,2074,14557,Rejected
Excellent,Unemployed,Car,Excellent,Personal,Tax Lien,Debt Consolidation,36328,32359,58,88,5,1,1,11980,16876,96,1823,1205,Rejected
Excellent,Employed,None,Fair,Other,Judgement,Other,18435,10401,19,12,1,0,4,13308,15761,35,4488,4835,Rejected
Poor,Employed,Investment,Good,Student,Collection,Home Improvement,34417,37279,56,89,1,1,2,13390,16038,20,1327,485,Rejected
Excellent,Self-Employed,Other,Poor,Personal,Judgement,Home Improvement,41923,17908,63,93,2,3,4,9883,4560,63,1758,1981,Rejected
Poor,Self-Employed,None,Good,Student,None,Debt Consolidation,22505,15285,94,57,5,0,4,10486,5932,72,4783,7619,Rejected
Excellent,Self-Employed,Land,Fair,Personal,None,Business,25836,21533,9,18,4,2,4,15289,10420,61,3983,5087,Rejected
Poor,Self-Employed,Car,Poor,Student,Collection,Other,28516,28530,51,92,3,2,0,1175,2588,62,2214,13505,Rejected
Poor,Self-Employed,Other,Fair,Mortgage,Other,Other,22377,14118,86,21,4,3,3,10288,19272,35,2444,11965,Rejected
Excellent,Unemployed,Other,Excellent,Mortgage,Other,Home Improvement,10894,46882,66,13,3,5,2,18119,6824,11,4970,10771,Rejected
Excellent,Employed,Other,Fair,Personal,None,Business,35024,32028,23,1,4,0,2,5699,4323,34,4290,14400,Rejected
Fair,Unemployed,Other,Fair,Mortgage,None,Debt Consolidation,37731,44503,81,44,0,0,3,13617,16162,41,4684,7236,Rejected
Poor,Employed,Land,Excellent,Student,Collection,Business,34988,49858,83,52,2,0,5,18625,10797,69,2483,10026,Rejected
Excellent,Self-Employed,Land,Good,Other,Bankruptcy,Business,24154,14115,100,61,5,0,2,9445,6745,50,3950,19190,Rejected
Good,Unemployed,Car,Fair,Student,Bankruptcy,Business,23675,11375,69,31,4,1,1,17623,3575,71,2165,9778,Rejected
Fair,Unemployed,House,Fair,Personal,Judgement,Other,37155,45837,90,60,0,3,3,19729,16022,45,4180,18059,Rejected
Good,Self-Employed,None,Poor,Personal,Judgement,Business,10263,13883,10,24,0,2,0,3566,19276,10,2775,6099,Rejected
Fair,Employed,Investment,Poor,Student,Tax Lien,Debt Consolidation,32037,26930,75,44,4,3,0,9612,12384,61,3205,15576,Rejected
Good,Unemployed,Car,Excellent,Mortgage,Other,Other,47291,30488,16,67,5,0,2,8032,9138,75,3339,13994,Rejected
Good,Employed,Other,Good,Mortgage,Tax Lien,Business,31537,29665,88,21,1,1,0,18982,2638,53,1367,11614,Rejected
Fair,Self-Employed,Car,Good,Auto,Tax Lien,Car Financing,28992,34085,68,66,1,4,0,2687,14107,72,2423,16208,Rejected
Good,Self-Employed,None,Good,Personal,None,Other,17283,12004,54,0,2,4,1,5043,3684,91,2337,1322,Rejected
Poor,Employed,None,Excellent,Other,Judgement,Car Financing,22593,19426,85,45,4,5,3,8559,19912,13,3656,19409,Rejected
Fair,Employed,Other,Poor,Auto,Bankruptcy,Other,34900,33919,88,34,3,4,1,8319,6191,81,2108,17854,Rejected
Good,Self-Employed,None,Fair,Student,Judgement,Business,37127,28407,9,15,0,3,2,6851,18241,87,3146,5194,Approved
Poor,Unemployed,House,Fair,Personal,Bankruptcy,Business,21013,42135,24,56,1,5,3,6059,12231,73,2975,11221,Rejected
Poor,Employed,None,Fair,Other,Bankruptcy,Other,34002,27334,25,22,1,4,4,17231,2757,60,1686,8632,Rejected
Excellent,Self-Employed,House,Fair,Other,Collection,Other,27080,10825,60,74,5,5,3,16779,1596,41,1274,19148,Rejected
Good,Unemployed,House,Excellent,Student,Tax Lien,Business,28588,23324,21,37,0,2,0,13560,17175,27,4008,12840,Rejected
Fair,Self-Employed,Investment,Poor,Student,Collection,Business,37859,29285,48,62,1,0,1,15494,5692,97,2455,14922,Rejected
Excellent,Self-Employed,None,Good,Auto,Judgement,Home Improvement,12281,37452,99,97,1,5,0,11021,5521,15,4173,4707,Rejected
Poor,Unemployed,Land,Fair,Personal,Judgement,Other,38631,24592,66,24,1,3,2,3676,6090,68,3555,12486,Rejected
Good,Self-Employed,Other,Good,Personal,Bankruptcy,Other,10754,13012,38,28,2,4,1,9710,7901,2,1369,19943,Rejected
Excellent,Employed,Investment,Fair,Student,Judgement,Home Improvement,11374,19697,61,76,4,3,5,9445,13320,6,2102,5090,Rejected
Fair,Employed,Car,Excellent,Auto,None,Other,15498,34051,7,66,1,4,2,16215,1303,25,2069,9465,Rejected
Excellent,Self-Employed,Land,Excellent,Personal,None,Home Improvement,31461,43558,67,33,2,0,4,12591,9645,58,2390,19819,Rejected
Poor,Self-Employed,Car,Fair,Auto,Judgement,Debt Consolidation,42511,28591,44,79,0,4,4,16712,11403,73,3659,1397,Rejected
Excellent,Self-Employed,None,Fair,Personal,None,Business,22142,35498,34,100,5,1,4,16781,4788,100,4759,2199,Rejected
Fair,Employed,Car,Fair,Personal,Collection,Car Financing,45396,36586,12,84,4,4,2,931,7338,100,3241,2007,Rejected
Excellent,Unemployed,Other,Fair,Auto,None,Debt Consolidation,43967,16246,37,76,4,2,2,7952,6769,77,4875,2181,Rejected
Poor,Employed,Other,Fair,Auto,Collection,Home Improvement,34841,11353,83,33,2,0,2,1674,14766,71,3346,13342,Rejected
Poor,Self-Employed,House,Excellent,Other,Judgement,Debt Consolidation,28066,35448,16,72,1,0,3,11545,17982,99,4478,9825,Rejected
Excellent,Unemployed,Car,Excellent,Mortgage,Other,Business,43205,40811,46,69,0,0,0,8418,8439,49,3974,5450,Rejected
Good,Unemployed,Car,Poor,Auto,Other,Debt Consolidation,49639,36382,47,1,2,3,5,18057,4922,0,2854,15604,Rejected
Excellent,Employed,Land,Good,Student,Other,Home Improvement,12056,38512,66,46,2,4,4,18031,9966,30,2146,11039,Rejected
Good,Self-Employed,None,Poor,Other,Tax Lien,Debt Consolidation,36886,31845,78,57,3,3,4,6886,1668,79,3018,8885,Rejected
Good,Self-Employed,Car,Good,Student,Judgement,Business,12369,40862,12,85,1,4,0,8776,7112,81,1961,483,Rejected
Good,Self-Employed,Other,Excellent,Other,Tax Lien,Car Financing,27466,47747,95,2,2,0,5,5456,8820,47,3515,17305,Approved
Poor,Employed,Other,Fair,Mortgage,Collection,Business,24463,20776,58,11,5,3,4,3155,5791,85,1006,52,Rejected
Fair,Unemployed,None,Poor,Mortgage,Tax Lien,Other,16219,20174,37,2,4,3,5,3445,16440,29,3063,12740,Rejected
Good,Unemployed,Car,Fair,Auto,Bankruptcy,Car Financing,19153,25249,53,93,2,5,1,15076,8703,87,2154,17129,Approved
Poor,Self-Employed,None,Excellent,Auto,Bankruptcy,Home Improvement,44227,32165,33,33,4,4,5,17452,1855,97,4663,13726,Rejected
Excellent,Unemployed,None,Good,Mortgage,Collection,Business,29520,44906,31,51,5,3,5,19314,13681,82,3471,15837,Rejected
Fair,Unemployed,Other,Good,Mortgage,None,Business,17270,14561,81,47,4,1,2,14307,44,38,4424,533,Rejected
Fair,Employed,Other,Good,Other,Collection,Debt Consolidation,43581,37672,20,70,0,4,2,5299,10935,43,4320,6297,Rejected
Excellent,Unemployed,Other,Good,Mortgage,Other,Business,44072,11840,70,35,5,5,1,65,6608,51,3547,14061,Rejected
Excellent,Self-Employed,Land,Fair,Auto,None,Business,35791,11331,92,98,5,3,4,6260,4190,28,3238,745,Rejected
Poor,Unemployed,Land,Excellent,Other,Judgement,Business,44152,45101,80,50,0,5,5,10809,17904,9,4699,18775,Rejected
Poor,Unemployed,House,Poor,Student,Judgement,Car Financing,23267,25369,8,77,1,1,4,10568,7497,5,1705,1908,Rejected
Excellent,Unemployed,Car,Excellent,Personal,Other,Business,48994,33960,74,46,4,1,4,7828,6584,80,1475,18015,Rejected
Poor,Employed,Car,Excellent,Personal,None,Other,20210,49646,40,30,4,2,5,2443,12991,26,3521,8839,Rejected
Good,Self-Employed,Investment,Fair,Student,Bankruptcy,Debt Consolidation,25278,31253,24,43,4,0,5,18614,17666,30,4653,3123,Rejected
Good,Self-Employed,Investment,Fair,Auto,Bankruptcy,Home Improvement,44868,48785,64,90,4,3,1,15607,3158,94,1498,13814,Approved
Excellent,Self-Employed,Car,Excellent,Personal,Other,Business,13238,31409,73,73,2,2,2,15430,17441,21,2780,6307,Rejected
Fair,Employed,Land,Good,Personal,Judgement,Debt Consolidation,43905,34809,22,93,0,3,3,14835,16468,78,4932,12636,Rejected
Poor,Unemployed,Investment,Poor,Other,Judgement,Other,35944,36996,8,27,1,2,0,1732,14794,73,1711,9146,Rejected
Excellent,Unemployed,Investment,Excellent,Other,Bankruptcy,Other,25795,15186,22,42,5,5,1,10269,867,68,3262,13833,Rejected
Poor,Self-Employed,Car,Poor,Other,Other,Car Financing,47453,46175,68,34,3,2,0,19765,1062,67,2518,6878,Rejected
Poor,Employed,Investment,Good,Personal,Collection,Business,35444,26807,35,1,5,2,0,6405,17468,20,2966,2318,Rejected
Good,Unemployed,None,Fair,Other,None,Other,44074,35163,87,86,5,2,3,10609,10245,98,1985,6769,Rejected
Good,Self-Employed,Other,Fair,Personal,Other,Business,22554,43692,32,89,3,3,2,4772,4485,22,2951,18309,Approved
Fair,Self-Employed,Other,Excellent,Other,Judgement,Business,40630,47795,63,87,3,4,3,12535,976,7,2763,2409,Rejected
Poor,Unemployed,Investment,Excellent,Mortgage,Tax Lien,Car Financing,12025,17848,68,43,4,5,2,15069,17001,68,1447,287,Rejected
Good,Self-Employed,Car,Good,Auto,Judgement,Debt Consolidation,18708,10259,73,53,4,4,1,13746,15965,74,3765,8023,Rejected
Good,Employed,Investment,Excellent,Other,Other,Home Improvement,32972,10849,62,1,0,1,1,8087,16641,20,4782,12730,Approved
Poor,Self-Employed,None,Excellent,Other,Bankruptcy,Home Improvement,40586,37993,55,4,2,0,0,9931,15802,47,4514,10905,Rejected
Excellent,Self-Employed,Car,Poor,Personal,Judgement,Home Improvement,17466,38770,62,60,2,3,0,18447,764,56,1548,18578,Rejected
Excellent,Self-Employed,None,Fair,Student,Tax Lien,Other,32081,15385,12,5,5,3,1,14962,17667,55,3386,5616,Rejected
Good,Self-Employed,Investment,Excellent,Student,None,Home Improvement,28611,29084,41,74,2,2,0,19112,18593,19,3223,15336,Rejected
Good,Unemployed,Land,Good,Mortgage,Collection,Debt Consolidation,40336,18047,19,64,1,5,3,8358,18772,90,3825,18831,Rejected
Excellent,Employed,Car,Excellent,Auto,Collection,Home Improvement,46944,15599,43,66,0,1,0,17371,17886,20,2371,3353,Rejected
Poor,Employed,Investment,Poor,Student,Collection,Car Financing,17245,18084,82,2,2,5,4,678,13240,85,4748,12282,Rejected
Good,Employed,Land,Good,Auto,Bankruptcy,Home Improvement,38166,41338,64,23,2,4,0,18529,13500,21,2970,18606,Approved
Poor,Unemployed,Other,Good,Mortgage,Judgement,Car Financing,33750,26973,45,16,3,3,5,11235,17029,86,1353,7309,Rejected
Fair,Self-Employed,Other,Poor,Auto,Other,Business,33561,23017,30,9,5,2,0,4021,12439,53,3612,12902,Rejected
Good,Self-Employed,Other,Excellent,Mortgage,Tax Lien,Debt Consolidation,15389,40888,82,90,0,2,3,7190,8902,100,3489,5475,Rejected
Poor,Unemployed,None,Fair,Personal,Bankruptcy,Home Improvement,27970,34397,25,82,0,4,5,8823,324,45,2005,2380,Rejected
Fair,Self-Employed,Car,Fair,Personal,Tax Lien,Car Financing,19127,11829,59,46,1,0,2,4072,9967,86,2368,6560,Rejected
Excellent,Self-Employed,Land,Poor,Student,Tax Lien,Home Improvement,15656,23828,0,72,3,0,3,3684,10260,3,2188,12535,Rejected
Fair,Unemployed,Investment,Fair,Mortgage,Collection,Business,33742,27692,47,95,1,4,5,7981,19142,6,1380,2617,Rejected
Good,Self-Employed,None,Good,Auto,Bankruptcy,Car Financing,17352,16089,54,89,0,1,5,14576,6638,56,4204,12394,Rejected
Good,Self-Employed,Car,Good,Auto,Judgement,Car Financing,41986,20370,34,22,3,2,0,4643,17118,0,2318,3610,Approved
Fair,Self-Employed,Land,Poor,Personal,Other,Car Financing,30563,23444,11,17,3,3,0,14706,13934,57,2970,10922,Rejected
Good,Employed,Investment,Fair,Other,Other,Business,39164,23162,36,69,5,4,2,15749,18158,92,2654,11204,Rejected
Fair,Employed,Investment,Excellent,Auto,Tax Lien,Debt Consolidation,26609,44255,96,73,1,3,2,480,6680,74,1120,1453,Rejected
Poor,Employed,Land,Good,Mortgage,None,Other,21377,33337,87,50,5,4,3,729,5343,4,2851,16775,Rejected
Poor,Self-Employed,Land,Fair,Other,Tax Lien,Other,43943,42047,98,16,2,4,1,15866,733,63,3156,4141,Rejected
Excellent,Unemployed,House,Excellent,Student,Bankruptcy,Home Improvement,12139,39856,36,43,3,2,4,2915,5904,26,3243,17399,Rejected
Good,Self-Employed,Car,Poor,Other,None,Other,48353,26107,67,1,5,5,4,17230,13079,13,1724,5826,Approved
Good,Self-Employed,Other,Good,Personal,Other,Business,18992,32824,20,91,2,4,2,15299,11682,91,4959,3731,Rejected
Poor,Unemployed,Car,Excellent,Other,Judgement,Other,12742,11156,65,72,0,2,5,14825,1588,35,4668,3556,Rejected
Good,Self-Employed,None,Good,Mortgage,None,Car Financing,35885,24112,64,63,0,1,2,12636,8768,80,4145,17239,Rejected
Excellent,Unemployed,Land,Poor,Other,Collection,Car Financing,30474,32097,96,24,2,3,3,9026,4778,37,4685,659,Rejected
Excellent,Unemployed,None,Excellent,Auto,None,Home Improvement,32366,24828,0,47,1,0,0,9302,7059,73,3466,7933,Rejected
Poor,Unemployed,Other,Poor,Student,None,Other,40095,33884,69,49,5,3,3,12581,3183,61,4801,13223,Rejected
